DB 0 MOTIF	POL005.1	DPE
-507.5	0	3
-506.5	0	6
-505.5	1	3
-504.5	0	4.5
-503.5	0	6.5
-502.5	0	4
-501.5	0	4
-500.5	0	4.5
-499.5	0	4
-498.5	0	5.5
-497.5	1	4
-496.5	1	3.5
-495.5	0	3.5
-494.5	0	5
-493.5	0	4.33333
-492.5	0	4
-491.5	0	4
-490.5	0	5.5
-489.5	0	3
-488.5	0	5
-487.5	0	5
-486.5	0	3.33333
-485.5	0	7
-484.5	0	3
-483.5	0	3
-482.5	0	5
-481.5	0	4
-480.5	0	3
-479.5	0	6.5
-478.5	0	7.5
-477.5	0	3.5
-476.5	0	3
-475.5	0	3.83333
-474.5	0	6.83333
-473.5	0	7
-472.5	0	4
-471.5	0	4
-470.5	0	6.5
-469.5	0.25	5.5
-468.5	0	4
-467.5	0	7
-466.5	0	6
-465.5	0	7
-464.5	0	6.25
-463.5	0	6
-462.5	0	3
-461.5	1	7
-460.5	0.5	5
-459.5	0	5
-458.5	0	3
-457.5	0	3.33333
-456.5	0	1.5
-455.5	0	6.33333
-454.5	0	4
-453.5	0	2.5
-452.5	0	3
-451.5	0	4
-450.5	0	4.5
-449.5	0	3
-448.5	0	4.5
-447.5	0	5.5
-446.5	0.5	2.33333
-445.5	0	5.83333
-444.5	1	4
-443.5	0	5.7
-442.5	0	1.5
-441.5	0	2
-440.5	0	3
-439.5	0	1.5
-438.5	0	1
-437.5	0	3.5
-436.5	0	5
-435.5	1	4.5
-434.5	1	3
-433.5	0	7
-432.5	0	1
-431.5	0	4.83333
-430.5	0	7
-429.5	0	7.25
-428.5	0	5
-427.5	0	4.75
-426.5	0	10
-425.5	0	5
-424.5	0	3.5
-423.5	0	6
-422.5	0	7.5
-421.5	0	9.5
-420.5	0	2
-419.5	0	6
-418.5	0.5	3
-417.5	0	2
-416.5	0	1
-415.5	0	7
-414.5	0	6
-413.5	0	6
-412.5	0	7.5
-411.5	0	7
-410.5	0	0
-409.5	0	4
-408.5	0	1.5
-407.5	0	3.61111
-406.5	0	4.83333
-405.5	0	5
-404.5	0	2.5
-403.5	0	6.5
-402.5	0	6.5
-401.5	0	2.5
-400.5	0	5
-399.5	0	2.5
-398.5	1	4
-397.5	0	2.5
-396.5	0	4.5
-395.5	0	2.33333
-394.5	0	6.5
-393.5	0	5
-392.5	0	7
-391.5	0	10
-390.5	0	6
-389.5	0	1.33333
-388.5	0	4
-387.5	0	6
-386.5	0	4.5
-385.5	0	4.5
-384.5	0	5
-383.5	1	6.5
-382.5	0	8
-381.5	0	7
-380.5	0	5
-379.5	0	7
-378.5	0	3
-377.5	0	6.5
-376.5	0	1.5
-375.5	0	3.5
-374.5	1	2
-373.5	0	6
-372.5	0	4
-371.5	1	5
-370.5	0	1
-369.5	0	5.83333
-368.5	0	3
-367.5	1	2.83333
-366.5	0	1
-365.5	0	5.5
-364.5	0	3.5
-363.5	0	4.5
-362.5	1	3.33333
-361.5	0	1.5
-360.5	0	9.33333
-359.5	0	5.5
-358.5	0	1.5
-357.5	0	6
-356.5	0	5.5
-355.5	0	2.5
-354.5	0	4
-353.5	0	4
-352.5	0	2.5
-351.5	0	7.83333
-350.5	0	4.5
-349.5	0	8
-348.5	1	5
-347.5	0	3.5
-346.5	0	3
-345.5	0	3.5
-344.5	0	3.5
-343.5	0	4
-342.5	0	4.5
-341.5	0	4.33333
-340.5	0	6.5
-339.5	0	4
-338.5	0	7
-337.5	0	0
-336.5	0	4
-335.5	0	5.5
-334.5	0	0
-333.5	0	9
-332.5	0	5
-331.5	0	6
-330.5	0	3.61111
-329.5	0	5.75
-328.5	0	5
-327.5	0	3.5
-326.5	0	3.33333
-325.5	0	9
-324.5	0	6.33333
-323.5	0	6
-322.5	0	4
-321.5	1	6
-320.5	0	2
-319.5	0	4.5
-318.5	1	1.5
-317.5	0	3.5
-316.5	0	10.5
-315.5	0	2.5
-314.5	0	6.83333
-313.5	0	4
-312.5	0	5
-311.5	0	3
-310.5	0	10.3333
-309.5	0	3.7
-308.5	0	4
-307.5	0	5
-306.5	0	3
-305.5	0	4
-304.5	0	1
-303.5	0	3
-302.5	0	3.5
-301.5	0	5
-300.5	0	4
-299.5	1	1
-298.5	0	4.5
-297.5	0	6
-296.5	0	9
-295.5	0	5
-294.5	0	3.5
-293.5	0	2
-292.5	0	5
-291.5	0	2.5
-290.5	0.5	4
-289.5	0	3.5
-288.5	0	7.5
-287.5	0	7
-286.5	0	0
-285.5	0	1
-284.5	0	2
-283.5	0	7
-282.5	0	7
-281.5	0	7
-280.5	1	2.5
-279.5	0	11.5
-278.5	0	4
-277.5	0	4
-276.5	0	3
-275.5	0	1
-274.5	0	6.5
-273.5	0	5.5
-272.5	0	5.5
-271.5	0	9
-270.5	1	6.5
-269.5	0	2.5
-268.5	0	12
-267.5	0	6.75
-266.5	0	5.33333
-265.5	0	2.75
-264.5	0	3
-263.5	0	1
-262.5	0	10
-261.5	0	4
-260.5	0	5.5
-259.5	0	6.61111
-258.5	0	5.33333
-257.5	0	8.11111
-256.5	0	5
-255.5	0	7
-254.5	0	4
-253.5	0	3.5
-252.5	0	2.5
-251.5	0	3
-250.5	0	3.5
-249.5	0	3.5
-248.5	0	6
-247.5	0	5
-246.5	0	2
-245.5	0	1.5
-244.5	1	8.5
-243.5	0	7
-242.5	0	2.5
-241.5	0	0.5
-240.5	0	6
-239.5	0	3.5
-238.5	0	5
-237.5	0.5	6.5
-236.5	0	7.33333
-235.5	0	2.5
-234.5	1	1
-233.5	0	6.5
-232.5	0	5
-231.5	0	2.5
-230.5	0	6
-229.5	0	2
-228.5	0	2.5
-227.5	0	3
-226.5	0	5
-225.5	1	4
-224.5	0	6
-223.5	0	4.5
-222.5	0	5.5
-221.5	0	3.5
-220.5	0	2.5
-219.5	0	5
-218.5	0	7.5
-217.5	0	4.5
-216.5	0	4.5
-215.5	0	4
-214.5	0	6
-213.5	0	7.5
-212.5	0	9
-211.5	0.5	5.5
-210.5	0	7.2
-209.5	0	5
-208.5	0	1
-207.5	0	4
-206.5	0	7
-205.5	1	6
-204.5	0	3.5
-203.5	0	5
-202.5	0	3
-201.5	0	3.5
-200.5	0	4.5
-199.5	0	4
-198.5	0	3
-197.5	0	2
-196.5	0	4
-195.5	0	3.5
-194.5	0	7.5
-193.5	0	2.5
-192.5	0	7
-191.5	1	5
-190.5	0	3.33333
-189.5	0	5.5
-188.5	0	3.5
-187.5	0	4.5
-186.5	1	8
-185.5	0	2.5
-184.5	0	6.5
-183.5	0	5
-182.5	0	7.33333
-181.5	0	5
-180.5	1	3.5
-179.5	0	6.5
-178.5	0	7.5
-177.5	0	1
-176.5	0	3
-175.5	0	3.5
-174.5	0	3.5
-173.5	0	6
-172.5	0	1
-171.5	0	8.5
-170.5	0	6
-169.5	0	5
-168.5	0	4.5
-167.5	0	7
-166.5	0	9
-165.5	0	5.5
-164.5	0	5
-163.5	0	5
-162.5	0	1.5
-161.5	0	3
-160.5	0	4.33333
-159.5	0	7.5
-158.5	0	6
-157.5	0	4.5
-156.5	0	8
-155.5	1	3
-154.5	0.5	4.5
-153.5	0	2
-152.5	0	6.5
-151.5	0	7.5
-150.5	0	7
-149.5	0	1.5
-148.5	0	7.5
-147.5	0	4
-146.5	0	5
-145.5	0	2
-144.5	1	5
-143.5	0	5
-142.5	0	7
-141.5	0	6.5
-140.5	0	2.83333
-139.5	0	7
-138.5	0	1.5
-137.5	0	3.5
-136.5	0	3
-135.5	0	5.5
-134.5	0	7
-133.5	0	7
-132.5	0	4
-131.5	0	5
-130.5	0	8.5
-129.5	0	5
-128.5	0	5.5
-127.5	0	4.5
-126.5	0	6.5
-125.5	0	2.5
-124.5	0	5.5
-123.5	0	4
-122.5	0	7
-121.5	0	5
-120.5	0	9
-119.5	0	7
-118.5	0	6
-117.5	0	9.16667
-116.5	0	7
-115.5	0	4.5
-114.5	0	2
-113.5	0	1.83333
-112.5	0	7
-111.5	1	6
-110.5	0	6
-109.5	0	2.5
-108.5	0	1
-107.5	0	8
-106.5	0	5
-105.5	0	8.5
-104.5	1	3.5
-103.5	0	3.5
-102.5	1	7
-101.5	0	3
-100.5	0	4
 -99.5	0	6.83333
 -98.5	0.5	5
 -97.5	1	5
 -96.5	0	6
 -95.5	0	3.5
 -94.5	0	7.33333
 -93.5	1	6
 -92.5	0	5.5
 -91.5	0	3
 -90.5	0	2
 -89.5	0	5
 -88.5	0	4.5
 -87.5	0	6
 -86.5	0	9.5
 -85.5	0	7.11111
 -84.5	0	5
 -83.5	0	5.11111
 -82.5	0	3
 -81.5	0	4.5
 -80.5	0	5.5
 -79.5	0	6
 -78.5	0	6
 -77.5	0	3.83333
 -76.5	0	5.5
 -75.5	1	5
 -74.5	0	5
 -73.5	0	5
 -72.5	0	4
 -71.5	0	6.5
 -70.5	0	4.5
 -69.5	0	1.33333
 -68.5	0	4
 -67.5	0	5.33333
 -66.5	0	7
 -65.5	1	6
 -64.5	0	6.83333
 -63.5	0	4
 -62.5	0	4.5
 -61.5	0	3
 -60.5	0	5
 -59.5	0	3
 -58.5	0	4.83333
 -57.5	1	3.33333
 -56.5	0.25	7.75
 -55.5	0	4.33333
 -54.5	0	4
 -53.5	0	7
 -52.5	0	9.5
 -51.5	0	5.5
 -50.5	1	5.25
 -49.5	1	4
 -48.5	1	3.33333
 -47.5	0	8
 -46.5	0	4
 -45.5	1	6.5
 -44.5	0	4
 -43.5	0	3.33333
 -42.5	0	6
 -41.5	1	3
 -40.5	0	6
 -39.5	0	8.5
 -38.5	0	5.5
 -37.5	0	7
 -36.5	0	8.33333
 -35.5	0	5.5
 -34.5	0	6
 -33.5	0	6.5
 -32.5	0	2.5
 -31.5	0	4.5
 -30.5	0	4
 -29.5	0	4.5
 -28.5	0	9
 -27.5	0	4
 -26.5	0	6
 -25.5	0	3.5
 -24.5	0	5.83333
 -23.5	0	6.5
 -22.5	0	6.5
 -21.5	0	5
 -20.5	0	11
 -19.5	0	4.33333
 -18.5	0	3
 -17.5	0	3.5
 -16.5	0.25	3
 -15.5	0	8
 -14.5	1	2.5
 -13.5	0	7
 -12.5	1	4.83333
 -11.5	0	2.5
 -10.5	0	7.5
  -9.5	1	2.83333
  -8.5	0	5
  -7.5	1	8
  -6.5	0	8
  -5.5	0	5
  -4.5	0	12.5
  -3.5	0	6
  -2.5	0	7
  -1.5	0	9
  -0.5	0	6.5
   0.5	0	6
   1.5	0	4.5
   2.5	0	5.16667
   3.5	0	12
   4.5	0	9
   5.5	0	6
   6.5	0	4.5
   7.5	0	3
   8.5	0	5.83333
   9.5	1	3
  10.5	0	7
  11.5	0	5
  12.5	0	3.5
  13.5	0	5
  14.5	0	11.5
  15.5	0	15.5
  16.5	0	4
  17.5	0	6.66667
  18.5	0	4.5
  19.5	0	3.83333
  20.5	0	7
  21.5	0	4.25
  22.5	0	4
  23.5	0	3
  24.5	0	6
  25.5	0	6
  26.5	0	2.5
  27.5	0	2
  28.5	0	7.5
  29.5	0	7.5
  30.5	0	5.5
  31.5	2	5
  32.5	1	4
  33.5	0	8.75
  34.5	0	10
  35.5	0	7
  36.5	0	15
  37.5	0	6
  38.5	0	8
  39.5	0	4
  40.5	0	5
  41.5	0	5.5
  42.5	1	5
  43.5	0	2
  44.5	0	4.5
  45.5	0	7
  46.5	0	0.5
  47.5	0	6.33333
  48.5	0	4.5
  49.5	0	13.3333
  50.5	0	6
  51.5	1	3.83333
  52.5	0	4
  53.5	0	5.5
  54.5	0	10.1111
  55.5	1	4
  56.5	0	2.33333
  57.5	0	3.5
  58.5	0	8.5
  59.5	0	8
  60.5	0	4.5
  61.5	1	1
  62.5	0	9.5
  63.5	0	8.5
  64.5	0	2
  65.5	0.5	8.5
  66.5	0	4
  67.5	0	9.5
  68.5	0	5.25
  69.5	1	2.5
  70.5	1	5
  71.5	0	5.5
  72.5	0	5.5
  73.5	0	3
  74.5	1	5
  75.5	0	10.0833
  76.5	0	9.5
  77.5	0	6.25
  78.5	0	10
  79.5	0	4.33333
  80.5	0	6
  81.5	0	1.5
  82.5	0	2.5
  83.5	0	7.83333
  84.5	0	7
  85.5	0	6
  86.5	0	4.5
  87.5	0	5.11111
  88.5	0	6
  89.5	0	6
  90.5	0	6
  91.5	0	5.61111
  92.5	0	2.5
  93.5	0	5
  94.5	0	4
  95.5	0	4.5
  96.5	0	4
  97.5	1	6.5
  98.5	0	5.5
  99.5	0	5.5
 100.5	0	3.83333
 101.5	1	6
 102.5	0	8
 103.5	0	1.5
 104.5	0	7
 105.5	0	2.5
 106.5	0	10.5
 107.5	0.5	3.83333
 108.5	1	5.5
 109.5	0	9.5
 110.5	1	2.83333
 111.5	0	5.5
 112.5	0	5.33333
 113.5	0	5
 114.5	0	10
 115.5	0	3.83333
 116.5	0	5
 117.5	0	4
 118.5	0	4.5
 119.5	0.5	4
 120.5	0	8
 121.5	0	4
 122.5	0	6.5
 123.5	0	5.5
 124.5	0	8
 125.5	0	6
 126.5	0	10.5
 127.5	0	7.5
 128.5	0	6
 129.5	0	8
 130.5	0	1.5
 131.5	0	3.5
 132.5	0	7.5
 133.5	0	12.5
 134.5	0	6
 135.5	0	7
 136.5	1	4.83333
 137.5	0	11.5
 138.5	1	7.5
 139.5	0	2
 140.5	0	7.33333
 141.5	0	3
 142.5	0	8
 143.5	0	6.58333
 144.5	0	4
 145.5	0	4
 146.5	0	8
 147.5	0	0
 148.5	0.25	9.25
 149.5	0	4.5
 150.5	0	5
 151.5	0	7
 152.5	1	5.5
 153.5	0	10.1429
 154.5	0	8.5
 155.5	0	9
 156.5	0	10.5
 157.5	1	5
 158.5	0	7
 159.5	0	7.5
 160.5	0	5.5
 161.5	0	7.5
 162.5	0	12.3333
 163.5	0	5
 164.5	0	6.5
 165.5	0	7.5
 166.5	0	2
 167.5	0	7
 168.5	1	8.5
 169.5	1	5
 170.5	0	6.5
 171.5	0.5	1.75
 172.5	0	6
 173.5	0	1.14286
 174.5	0	6
 175.5	0	6.5
 176.5	0	11
 177.5	0	9.16667
 178.5	1	3
 179.5	0	2.5
 180.5	0	9.83333
 181.5	0	5.83333
 182.5	0	4
 183.5	0	9.5
 184.5	0	6
 185.5	0	6.5
 186.5	0	4.5
 187.5	0	7
 188.5	0	4.25
 189.5	2	6
 190.5	0.5	6.33333
 191.5	0	9
 192.5	0	6.5
 193.5	0	3.14286
 194.5	0	3.5
 195.5	0	4.5
 196.5	0	6.5
 197.5	0	3
 198.5	0	4
 199.5	0	3
 200.5	0	7.5
 201.5	0	8.5
 202.5	0	5
 203.5	0	9.5
 204.5	0	4
 205.5	0	4.5
 206.5	0	7.5
 207.5	0	3.5
 208.5	1	10.3333
 209.5	1	5.5
 210.5	0	7.33333
 211.5	0	5
 212.5	0	5
 213.5	0	7.14286
 214.5	0	3.5
 215.5	0	10.2
 216.5	0	5
 217.5	0	5
 218.5	0	5
 219.5	0	12.3333
 220.5	0	12.3333
 221.5	1	7.33333
 222.5	0	8
 223.5	0	5.33333
 224.5	0	6.33333
 225.5	0	13
 226.5	0	10
 227.5	0	8.5
 228.5	0	7
 229.5	0	3.75
 230.5	0	8
 231.5	1	10.3333
 232.5	0	6.66667
 233.5	0	9.14286
 234.5	0	7.83333
 235.5	0	4
 236.5	0	6.75
 237.5	0	4.5
 238.5	0	5
 239.5	0	8.5
 240.5	0	3.5
 241.5	0	9.66667
 242.5	0	8.83333
 243.5	0	9.33333
 244.5	0	6.5
 245.5	0	7
 246.5	0.5	8.5
 247.5	0	6.83333
 248.5	0	8.5
 249.5	0	10.5
 250.5	2	6.5
 251.5	0	12
 252.5	0	9.5
 253.5	0	4.47619
 254.5	0	12.75
 255.5	0	8.33333
 256.5	0	7
 257.5	0	9.5
 258.5	1	9.5
 259.5	0	12.5
 260.5	0	7.66667
 261.5	0	9
 262.5	0	9.83333
 263.5	0	6.75
 264.5	0	9.83333
 265.5	0	7
 266.5	1	11.1667
 267.5	2	8.33333
 268.5	1	6.5
 269.5	0	7
 270.5	0	6
 271.5	1	7.5
 272.5	0	11
 273.5	1	19.5
 274.5	1	5
 275.5	0	12.5
 276.5	0	2.66667
 277.5	1	5.5
 278.5	0	6
 279.5	0	8
 280.5	2	3
 281.5	0	10.3333
 282.5	1	6
 283.5	1	9.33333
 284.5	0	9.75
 285.5	0	6.5
 286.5	0	8
 287.5	0	6
 288.5	0	8.83333
 289.5	0	10.25
 290.5	0	9.5
 291.5	1	7.75
 292.5	0	6.5
 293.5	1	9.5
 294.5	0	9.5
 295.5	0	5
 296.5	0	11
 297.5	0	11.5
 298.5	1	5
 299.5	0	13
 300.5	0	9
 301.5	0	10.8333
 302.5	0	8.16667
 303.5	0	7.5
 304.5	0	11.5
 305.5	0	3
 306.5	0	13
 307.5	0	8.33333
 308.5	0	8
 309.5	0	7.16667
 310.5	1	7.25
 311.5	0.5	5
 312.5	0	9.83333
 313.5	1	6.5
 314.5	0	9.5
 315.5	0	11.3333
 316.5	0	9.5
 317.5	2	15.3333
 318.5	1	10.75
 319.5	0	8.5
 320.5	0	9
 321.5	0	11.5
 322.5	0	11.0833
 323.5	0	6.83333
 324.5	0.5	9.5
 325.5	1	15.3333
 326.5	0	11.5
 327.5	0.333333	9.16667
 328.5	0	14.3333
 329.5	0	10.1667
 330.5	0	9.5
 331.5	0	8.33333
 332.5	0	6.5
 333.5	0	6.5
 334.5	1	11
 335.5	0	10.5
 336.5	0	11.5
 337.5	1	14.5
 338.5	0.333333	19.5
 339.5	0	12.3333
 340.5	1	9.08333
 341.5	0	7.5
 342.5	0	7
 343.5	0	17.5
 344.5	0	9
 345.5	0	6.5
 346.5	0	7.75
 347.5	0	10
 348.5	2	7.75
 349.5	0	7.08333
 350.5	0	7.83333
 351.5	1	12.25
 352.5	0	9
 353.5	0	7.83333
 354.5	1	5.83333
 355.5	2	9.5
 356.5	0	9.33333
 357.5	1	18.3333
 358.5	0	9.66667
 359.5	0	12.8333
 360.5	2.33333	9
 361.5	0	11.3333
 362.5	1	15
 363.5	0	9.5
 364.5	0.5	6
 365.5	0	15.75
 366.5	0	12
 367.5	1	9
 368.5	1	13
 369.5	0	12.5
 370.5	1	10
 371.5	0	10.1667
 372.5	1	8.5
 373.5	0	13
 374.5	0	14.5
 375.5	0	11
 376.5	0	11
 377.5	0	15
 378.5	0	11.3333
 379.5	0.5	14
 380.5	0	7.33333
 381.5	0	13
 382.5	0	9.5
 383.5	0	11.3333
 384.5	0.333333	10
 385.5	2	8.83333
 386.5	0.333333	11
 387.5	1	12.5
 388.5	0	11
 389.5	0	7
 390.5	0	13.8333
 391.5	0	10.5833
 392.5	0	15.5
 393.5	0	12
 394.5	0	15.5
 395.5	0	12.75
 396.5	0	16.5
 397.5	0	9.5
 398.5	0	8.5
 399.5	1.5	20
 400.5	1	7.5
 401.5	1	11.8333
 402.5	0	8.5
 403.5	1	12
 404.5	0	9
 405.5	0	25.3333
 406.5	0	16
 407.5	2	15.6667
 408.5	0	14.5
 409.5	2.5	16.3333
 410.5	0	11.25
 411.5	0	9
 412.5	1	7
 413.5	0	15.3333
 414.5	0	13.1667
 415.5	0	16.8333
 416.5	0	14.8333
 417.5	0	11
 418.5	0	17
 419.5	0	11.5
 420.5	0	14
 421.5	0	9
 422.5	0	10
 423.5	0	11.5
 424.5	1	4.5
 425.5	0	10.5
 426.5	0	13.5
 427.5	0	13.3333
 428.5	0	16.5
 429.5	0	19.3333
 430.5	0	15.3333
 431.5	0	19.3333
 432.5	0.833333	17.1667
 433.5	1	18.5833
 434.5	0	13
 435.5	0	15.5833
 436.5	0	18
 437.5	0	14
 438.5	1	24
 439.5	0	12.0833
 440.5	0	21
 441.5	0	14.75
 442.5	0	15.3333
 443.5	0	9.5
 444.5	2	21
 445.5	1	24.5
 446.5	0	8
 447.5	0	11.5
 448.5	0	8.25
 449.5	0	5.5
 450.5	0	19
 451.5	0	2.5
 452.5	0	6.5
 453.5	0	11.5
 454.5	0	6.14286
 455.5	1	11
 456.5	0	7
 457.5	0	15.5
 458.5	0	12.5
 459.5	0	12
 460.5	0	12.3333
 461.5	0	12.3333
 462.5	0	7
 463.5	0	10.8333
 464.5	0	12.5
 465.5	0	14.9167
 466.5	0	10
 467.5	0	12.3333
 468.5	1	11
 469.5	0	12
 470.5	0	13.25
 471.5	0	8.5
 472.5	0	8
 473.5	0	8.66667
 474.5	1	8.5
 475.5	0	9
 476.5	0	14
 477.5	0	18.1667
 478.5	0	7
 479.5	0	11.8333
 480.5	0	14
 481.5	0	18.5
 482.5	0	8.5
 483.5	0	10
 484.5	0	7
 485.5	0	14
 486.5	0	11
 487.5	0	14
 488.5	1	8.33333
 489.5	0	9
 490.5	0	5.5
 491.5	0	11.75
 492.5	1	11.5
 493.5	1	10
 494.5	0	12.8333
 495.5	0	14
 496.5	0	8
 497.5	0	11
 498.5	0	10.5
 499.5	0	9
 500.5	0	7.5
 501.5	0	14.3333
 502.5	0	10
 503.5	0	9.5
 504.5	0	10
 505.5	0	11.3333
 506.5	1	8.33333
 507.5	0	12.8333
 508.5	1	11
 509.5	0	6.33333
 510.5	0	11.8333
 511.5	1	13.5
 512.5	0	5.5
 513.5	0	8
 514.5	0	12.3333
 515.5	1	8
 516.5	0	8.33333
 517.5	0	9.5
 518.5	0	12.5
 519.5	0	8.83333
 520.5	0	14
 521.5	0	8
 522.5	0	7
 523.5	0	9
 524.5	0	8.33333
 525.5	1	7
 526.5	0	11.3333
 527.5	0	14.5
 528.5	1	14.75
 529.5	0	8
 530.5	1	9.75
 531.5	0	10.5
 532.5	0	8.5
 533.5	1	9
 534.5	0	11.3333
 535.5	0	10
 536.5	0	8
 537.5	1	11
 538.5	0	10.3333
 539.5	0.5	7
 540.5	1	8.33333
 541.5	1	8
 542.5	0	13.6667
 543.5	0	9.2
 544.5	0	9
 545.5	0	15.5
DB 0 MOTIF	POL007.1	BREd
-546.0	0	17.7881
-545.0	0	13.3714
-544.0	1	14.7325
-543.0	0	9.15476
-542.0	0	13.9548
-541.0	2	16.4053
-540.0	0	11.3564
-539.0	0	20.0231
-538.0	0	13.2731
-537.0	0	14.9397
-536.0	0	19.4647
-535.0	0	12.4397
-534.0	0	11.5508
-533.0	1	14.7814
-532.0	1	13.71
-531.0	1	7.47664
-530.0	0	13.1711
-529.0	1	17.5813
-528.0	0	12.7336
-527.0	0.5	10.7824
-526.0	0	7.9491
-525.0	0	11.7658
-524.0	0	9.68194
-523.0	0	10.4653
-522.0	0	14.0706
-521.0	0	10.647
-520.0	0	12.147
-519.0	1	11.5637
-518.0	1	15.6879
-517.0	1	17.8122
-516.0	0	12.3629
-515.0	0	9.18674
-514.0	0	6.297
-513.0	0	13.5192
-512.0	1	16.4359
-511.0	0	9.21922
-510.0	0	7.77478
-509.0	1	13.5191
-508.0	0	19.3357
-507.0	0	9.2615
-506.0	0.333333	15.3157
-505.0	0	11.349
-504.0	0	5.51567
-503.0	0	12.4115
-502.0	0	16.8679
-501.0	0	8.85402
-500.0	1	21.304
-499.0	2	10.383
-498.0	0.5	12.1747
-497.0	0	5.50802
-496.0	0	16.3914
-495.0	0	10.1191
-494.0	0	16.8988
-493.0	1	15.3155
-492.0	0	9.69804
-491.0	0	14.2742
-490.0	0	13.0549
-489.0	0	7.31683
-488.0	0	8.39259
-487.0	0	14.2076
-486.0	2	16.6307
-485.0	0	16.2224
-484.0	0	12.2946
-483.0	0	8.39957
-482.0	0.0714286	16.3162
-481.0	0.0714286	14.4031
-480.0	0.0714286	12.3531
-479.0	0.0714286	12.4364
-478.0	0.0714286	11.9226
-477.0	0.0714286	10.4407
-476.0	0.0714286	8.10738
-475.0	0.0714286	11.512
-474.0	1.07143	12.7545
-473.0	0.0714286	10.819
-472.0	0.0714286	7.73566
-471.0	0.0714286	8.90233
-470.0	0.0714286	6.44399
-469.0	0.0714286	12.244
-468.0	0	15.6273
-467.0	0	16.3704
-466.0	0	9.70372
-465.0	0	13.3204
-464.0	0	12.7966
-463.0	0	12.4363
-462.0	0.0625	12.0529
-461.0	0.0625	12.6946
-460.0	0.153409	12.1777
-459.0	0.153409	9.84533
-458.0	0.153409	9.34206
-457.0	2.15341	16.1992
-456.0	0.653409	10.5659
-455.0	0.153409	7.73254
-454.0	0.153409	12.3159
-453.0	0.153409	9.23254
-452.0	1.60598	7.3754
-451.0	0.105978	7.47085
-450.0	1.10598	8.88795
-449.0	0.105978	16.8804
-448.0	0.105978	14.147
-447.0	0.105978	8.31371
-446.0	0.0434783	12.4661
-445.0	0.0434783	12.5399
-444.0	0.0434783	15.2224
-443.0	0.0434783	14.0129
-442.0	0.0434783	14.1795
-441.0	1.13439	12.6795
-440.0	0.134387	17.0438
-439.0	1.63439	7.80571
-438.0	0.0434783	15.099
-437.0	0.543478	7.79143
-436.0	1.04348	10.2914
-435.0	0.0434783	12.4645
-434.0	0.543478	12.1867
-433.0	0.0434783	15.8367
-432.0	1.04348	22.7201
-431.0	0.0434783	15.1772
-430.0	0.0434783	10.8883
-429.0	0	7.50948
-428.0	0	12.5428
-427.0	0	15.4337
-426.0	1	12.903
-425.0	0	14.2364
-424.0	0	11.153
-423.0	0	10.7225
-422.0	0.5	8.59408
-421.0	0	11.0778
-420.0	0	12.9703
-419.0	1	18.4703
-418.0	0	8.47027
-417.0	1	10.7536
-416.0	1	10.7127
-415.0	0	9.17821
-414.0	0	11.8409
-413.0	1	7.70758
-412.0	0.5	5.12424
-411.0	0	13.1242
-410.0	0.25	6.2
-409.0	0	8.95758
-408.0	0	12.2354
-407.0	0	12.1358
-406.0	0	10.4691
-405.0	0	11.1191
-404.0	0	13.9551
-403.0	0	10.6025
-402.0	0	8.10245
-401.0	0	8.89055
-400.0	0	11.4961
-399.0	1	6.6961
-398.0	0	10.5143
-397.0	0	12.5262
-396.0	0	10.3595
-395.0	0.5	9.09286
-394.0	0	10.8031
-393.0	1	8.99359
-392.0	0	14.1603
-391.0	0	12.2228
-390.0	0	14.0339
-389.0	0	8.89637
-388.0	0	7.31303
-387.0	0.75	10.1464
-386.0	0	6.09637
-385.0	1	10.8464
-384.0	0	8.21303
-383.0	0	12.1334
-382.0	0	5.71674
-381.0	0	8.95833
-380.0	1	8.55833
-379.0	0.5	12.7679
-378.0	1	6.92543
-377.0	1	8.90119
-376.0	0	10.5583
-375.0	0	12.9958
-374.0	0	8.1625
-373.0	1	12.6
-372.0	0	5.21111
-371.0	0	14.6444
-370.0	0	8.04444
-369.0	0	9.31111
-368.0	0	11.4444
-367.0	0.0909091	6.36111
-366.0	1.59091	6.27778
-365.0	0.0909091	10.4194
-364.0	1.09091	10.8731
-363.0	0.0909091	10.9049
-362.0	0.0909091	11.5382
-361.0	0.0909091	8.30073
-360.0	1.42424	6.86739
-359.0	0.590909	10.6201
-358.0	0.0909091	11.4535
-357.0	0.0909091	11.6499
-356.0	0	11.7054
-355.0	1	8.82212
-354.0	0	6.37212
-353.0	0	10.2332
-352.0	0	13.774
-351.0	0	3.99062
-350.0	0	8.74062
-349.0	0.333333	8.33586
-348.0	2	11.6692
-347.0	0	7.41919
-346.0	0	13.7977
-345.0	0	7.43517
-344.0	1	13.086
-343.0	0	11.3193
-342.0	0	9.73596
-341.0	0	7.72955
-340.0	0	6.50733
-339.0	0	7.04067
-338.0	0	5.17137
-337.0	0	6.23089
-336.0	0	6.06422
-335.0	0	6.48645
-334.0	0.5	8.53645
-333.0	0	12.3103
-332.0	1	10.6436
-331.0	0	10.1436
-330.0	0	10.6531
-329.0	0	11.5429
-328.0	0	12.4762
-327.0	0	8.3373
-326.0	0	14.0873
-325.0	0	9.38492
-324.0	0.5	5.88492
-323.0	0	9.40873
-322.0	0	14.9087
-321.0	0	8.80159
-320.0	0	6.50159
-319.0	0	5.48492
-318.0	1	9.9254
-317.0	0	5.4254
-316.0	0	11.5754
